area,rooms,bathrooms,parking_spaces,title,neighbourhood_city,street,sell_value
60 m²,2,1,1,"APARTAMENTO DE 60m² NI BAIRRO LAGOINHA! Apartamento com 2 dormitórios sendo 1 suite, 1 banheiro social, cozinha com armário planejado, 1 dos dormitórios com armário planejado, área de serviço, sala com sacada e ventilador de teto, 1 vaga de garagem. *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita . *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso. -","Parque Industrial Lagoinha, Ribeirão Preto",Rua Benedicta Rodrigues Domingos,R$ 260.000
77 m²,1,1,1,"Linda cobertura totalmente reformada com 77.13 m², piso porcelanato, rico em armários planejados, fino acabamento e pintura nova. Piso superior suíte com armário embutido, ar condicionado e ventilador de teto, banheiro com gabinete e box blindex; piso inferior sala com rack, painel de TV, persiana e ar condicionado; sacaca com tela de proteção e piscina, lavabo, cozinha planejada e equipada com geladeira duplex, área de serviço e 01 vaga de garagem coberta. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. -","Centro, Ribeirão Preto",,R$ 350.000
47 m²,2,1,2,"***ÓTIMO APARTAMENTO*** São dois dormitórios, um com armários e outro sem armário, cozinha e área de serviço com armários planejados e coocktop, sala dois ambientes e banheiro com blindex e gabinete. AGENDE UMA VISISTA: ( 1 6 ) 9 9 7 5 5 7 7 0 2 / ( 1 6 ) 9 9 7 7 0 7 5 5. ref. 122687 atualizado em 05/12.","Reserva Sul Condomínio Resort, Ribeirão Preto",,R$ 215.000
70 m²,2,2,1,"02 dormitórios com armários embutidos, sala Ampla, 02 banheiros, cozinha com gabinete, 01 vaga garagem coberta, área de serviço com armários e wc, sacada. *Localização divulgada aproximada ao imóvel, para conhecer pessoalmente agende sua visita. *Reservamo-nos o direito de corrigir qualquer informação, valor ou erro de digitação sem prévio aviso -","Vila Monte Alegre, Ribeirão Preto",Rua Tenente Catão Roxo,R$ 185.000
46 m²,2,1,1,"Apartamento no Green Empreendimentos a venda em Rua Benedito Gir - Loteamento Santa Marta - Ribeirão Preto/SP Apartamento de 46 M² 2 Dormitórios 1 banheiro 5 andar 1 vaga Posicionamento do imóvel ( de frente para a Mata) Obs: Imóvel sem armários #ApartamentoAVenda #ApartamentoAVendaLoteamentoSantaMarta - 2 dormitórios - 0 suítes - Loteamento Santa Marta | Ribeirão Preto Vale a pena visitar rápido! O Loteamento Santa Marta é um bairro localizado na cidade de Ribeirão Preto, no estado de São Paulo. É um bairro que oferece aos seus moradores e visitantes uma variedade de serviços e comodidades. O Loteamento Santa Marta tem uma história rica e interessante. O bairro foi criado em meados dos anos 50, quando a região ainda era considerada um lugar rural. A partir dos anos 70, o bairro começou a se desenvolver e hoje é considerado um dos melhores bairros da cidade. No Loteamento Santa Marta, você pode encontrar tudo o que precisa para ter uma vida confortável e tranquila. Há escolas, academias, parques, restaurantes, lojas e muito mais. Além disso, o bairro é muito seguro e conta com uma ótima infraestrutura. Se você está procurando um lugar para viver, trabalhar ou se divertir, o Loteamento Santa Marta é o lugar certo. Venha conhecer e se apaixonar por este bairro encantador! Ligue agora para e agende uma visita com um especialista em imóveis NEWCORE! A NEWCORE possui diversas equipes especializadas em várias regiões do Brasil, com corretores experientes e capacitados que te ajudarão a encontrar o imóvel dos seus sonhos Anúncio do corretor de imóveis Sandra Cristina Gouveia CRECI: 240125","Loteamento Santa Marta, Ribeirão Preto",Rua Benedito Gir,R$ 229.320
92 m²,3,2,2,"Apartamento À Venda Com 03 Quartos No Bairro Parque Dos Lagos em Ribeirão Preto Com Varanda Gourmet. - 03 quartos com ótimo acabamento e espaço ideal; - Varanda gourmet com churrasqueira; - Sala para 02 ambientes; - Cozinha e área de serviço. O apartamento possui uma sala de dois ambientes que proporciona espaço e versatilidade. Além disso, uma varanda gourmet é um espaço adicional ideal para refeições ao ar livre e momentos de descontração. Com 3 dormitórios, incluindo uma suíte, os moradores desfrutam de privacidade e conforto. Além disso, há um banheiro social para atender às necessidades dos demais dormitórios e visitantes. A cozinha é prática e funcional, tornando o preparo de refeições mais conveniente. A área de serviço está integrada à cozinha para facilitar as tarefas domésticas. A presença de uma laje técnica e pontos de ar-condicionado Split garante o conforto térmico durante todo o ano. Com 2 vagas de garagem, os moradores têm estacionamento seguro e conveniente. O condomínio oferece uma série de comodidades que podem aprimorar a qualidade de vida, incluindo áreas verdes como um pomar e praças, além de uma portaria para segurança. As opções de lazer incluem playground, piscina adulto com raia, piscina infantil, espaço fitness, salão de festas e espaço gourmet, tornando o condomínio um ambiente completo para os moradores desfrutarem. Este apartamento parece ser uma excelente escolha para quem busca uma vida prática, confortável e repleta de comodidade. -","Parque dos Lagos, Ribeirão Preto",Alameda Josephina Brussolo Girotto,R$ 455.698
108 m²,2,3,2,"Apartamento padrão, Jardim Paulista, Zona Leste, Ribeirão Preto SP - 2 suítes com armários embutidos - sala para 2 ambientes - lavabo - varanda gourmet com churrasqueira - cozinha planejada - lavanderia - 2 vagas de garagem Seja para vender, alugar ou adquirir seu imóvel entre em contato com a Piramid Imóveis, a sua imobiliária em Ribeirão. ref. 114260 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 460.000
67 m²,2,2,1,"Área útil 67m² 2 dormitórios, sendo 1 suíte Sala 2 ambientes com sacada Banheiro social Cozinha Área de serviço Varanda gourmet 1 vaga de garagem Condomínio: Portaria 12h todos os dias, segurança, salão de. ref. 10975 atualizado em 05/12.","Jardim Irajá, Ribeirão Preto",Rua Chile,R$ 397.000
77 m²,2,2,1,"Lindo apartamento recentemente reformado, rico em armários com 02 dormitórios sendo 01 suíte, banheiro social, varanda gourmet com churrasqueira, sala 02 ambientes, cozinha, área de serviço coberta e 01 vaga de garagem. O condomínio fica ao redor de uma praça que para ter acesso você passa por uma guarita e possui um profissional 12 horas para vigia. Esse zelo e segurança é em função de uma Associação criada pelos moradores. Possui ronda noturna. Condomínio incluso água e gás. Para mais informações ou agendar visita - (1 6) 9 9 6 4 6 - 0 7 5 4 / (1 6) 9 9 7 9 8 - 1 1 2. ref. 161405 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 430.000
79 m²,2,2,1,"Apartamento de dois quartos sendo uma suíte em área privilegiada, armários e cozinha planejada,ampla sala muito arejado,todo em porcelanato. -","Jardim Palma Travassos, Ribeirão Preto",Avenida Maria de Jesus Condeixa,R$ 305.000
47 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios, sala, banheiro social, cozinha com gabinete, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 8 8 6 1 - 6 1 1 0 / (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 159914 atualizado em 05/12.","Jardim Heitor Rigon, Ribeirão Preto",,R$ 131.000
83 m²,2,2,1,"Excelente Localização, Próximo a Barão do Bananal, Térreo, Sala Ampla 2 Ambientes, 2 Domitórios, 1 Suíte, 1 Banheiro Social, 1 Vaga de Garagem, Sem Portaria. ( Apartamento entregue sem armários. ref. 8929 atualizado em 05/12.","Jardim Itaporã, Ribeirão Preto",,R$ 190.000
108 m²,2,3,2,"Apartamento padrão, Jardim Paulista, Zona Leste, Ribeirão Preto SP - 2 suítes com armários embutidos - sala para 2 ambientes - lavabo - varanda gourmet com churrasqueira - cozinha planejada - lavanderia - 2 vagas de garagem Seja para vender, alugar ou adquirir seu imóvel entre em contato com a Piramid Imóveis, a sua imobiliária em Ribeirão. ref. 114260 atualizado em 05/12.","Jardim Paulista, Ribeirão Preto",,R$ 460.000
67 m²,2,2,1,"Área útil 67m² 2 dormitórios, sendo 1 suíte Sala 2 ambientes com sacada Banheiro social Cozinha Área de serviço Varanda gourmet 1 vaga de garagem Condomínio: Portaria 12h todos os dias, segurança, salão de. ref. 10975 atualizado em 05/12.","Jardim Irajá, Ribeirão Preto",Rua Chile,R$ 397.000
77 m²,2,2,1,"Lindo apartamento recentemente reformado, rico em armários com 02 dormitórios sendo 01 suíte, banheiro social, varanda gourmet com churrasqueira, sala 02 ambientes, cozinha, área de serviço coberta e 01 vaga de garagem. O condomínio fica ao redor de uma praça que para ter acesso você passa por uma guarita e possui um profissional 12 horas para vigia. Esse zelo e segurança é em função de uma Associação criada pelos moradores. Possui ronda noturna. Condomínio incluso água e gás. Para mais informações ou agendar visita - (1 6) 9 9 6 4 6 - 0 7 5 4 / (1 6) 9 9 7 9 8 - 1 1 2. ref. 161405 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 430.000
79 m²,2,2,1,"Apartamento de dois quartos sendo uma suíte em área privilegiada, armários e cozinha planejada,ampla sala muito arejado,todo em porcelanato. -","Jardim Palma Travassos, Ribeirão Preto",Avenida Maria de Jesus Condeixa,R$ 305.000
70 m²,2,2,1,"Ótima Localização, Próximo A Faculdade Unip, Apartamento 2 Dormitórios, Sendo Uma Suíte, Wc Social, Sala, Cozinha, Área De Serviços, Sacada, Uma Vaga De Garagem, Rico Em Armários, Iluminação, Box Blindex, 100 Metros da Faculdade. ref. 2712 atualizado em 05/12.","Nova Aliança, Ribeirão Preto",,R$ 350.000
67 m²,2,2,1,"Excelente apartamento com 67m² de área útil. 2 Dormitórios sendo 1 suíte. Ar Condicionado nos dois dormitórios e na sala. Rico em armários na suíte e na cozinha, área de serviços externa. Prédio Baixo, 1 Vaga na Garagem. Ótima Localização, 200 metros do parque Raya. 100 metros da avenida Wladimir Meireles. Ótima Oportunidade! -","Jardim Botânico, Ribeirão Preto",Rua Doutor Carlos Chagas Filho,R$ 282.000
78 m²,3,2,2,"Apartamento À Venda No Nova Aliança Com Churrasqueira. Unidade conta com 77.96 m² de área útil, 03 dormitórios sendo 01 suíte com armários planejados e ventilador, banheiro social, sala ampla integrada a sacada gourmet com churrasqueira, cozinha planejada, área de serviço e 02 vagas de garagem. Condomínio oferece portaria 24 horas, churrasqueira, espaço gourmet, espaço fitness, piscina adulto, piscina infantil, playground, quadra poliesportiva, salão de festa, salão de jogos, sauna, câmeras de segurança, cerca elétrica, elevador de serviço, elevador social, bicicletário, gás encanado, medidor de água individual e portão eletrônico. IMPORTANTE a metragem e valores anunciados de venda e de locação são meramente estimativos, e, portanto, estão sujeitos a confirmação e ou alteração pelos proprietários ou pessoas responsáveis. -","Nova Aliança, Ribeirão Preto",Rua Manoel Clemente Gomes,R$ 450.000
83 m²,2,2,1,"Excelente Localização, Próximo a Barão do Bananal, Térreo, Sala Ampla 2 Ambientes, 2 Domitórios, 1 Suíte, 1 Banheiro Social, 1 Vaga de Garagem, Sem Portaria. ( Apartamento entregue sem armários. ref. 8929 atualizado em 05/12.","Jardim Itaporã, Ribeirão Preto",,R$ 190.000
104 m²,3,4,2,"Apartamento em ótima localização, 3 suítes com armários, gabinete e box blindex, sala ampla 2 ambientes com sacada, banheiro social com gabinete e box blindex, cozinha planejada, despensa, área de serviços e 2 vagas de garagem. Mais informações ou agendar visita - (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 90716 atualizado em 05/12.","Jardim Botânico, Ribeirão Preto",,R$ 615.000
145 m²,3,1,1,"Casa com 210.49 m² de terreno e 144,63 m² área construída, 03 dormitórios, wc social com box blindex, sala, cozinha com gabinete, área de serviço, quintal, jardim, 01 vaga de garagem coberta. Próximo Av. Magid Simão Trad. Lembre-se, adquirindo com a consultoria de uma Imobiliária você terá todas certidões e garantias necessárias para realizar uma boa compra e sem qualquer custo. -","Adelino Simioni, Ribeirão Preto",,R$ 205.000
532 m²,4,8,8,"61209 Excelente casa a venda no Royal Park, acabamento de alto padrão. - 4 dormitórios ;- 8 banheiros;- sala ampla;- cozinha planejada;- área de serviço;- ar condicionado;- escritório;- sauna;- piscina;- quintal;- 8 vagas de garagem;- aceita permuta de menor valor. Ar condicionado, Área de Serviço, Armário na cozinha, Armários, Banheira, Churrasqueira, Condomínio fechado, Cozinha grande, Escritório, Interfone, Lavabo, Piscina, Portaria 24 horas, Quintal, Varanda gourmet","Royal Park, Ribeirão Preto",Rua Carlos de Lima,R$ 3.200.000
127 m²,3,1,4,"Casa residencial para Locação e Venda no Alto do Ipiranga - Ribeirão Preto Principais informações do imóvel: - Casa residencial - Bairro Alto do Ipiranga - Sala - 3 dormitórios sendo 1 suíte - Banheiro social - Cozinha independente - Área de serviço - Quintal - 4 vagas de garagem sendo 1 coberta Dimensões: - 200,00 m² de Área útil - 126,95 m² de Área Construída Informações bônus: - Ar condicionados - Ventiladores de teto - Banheiro com gabinete - Cozinha com armários - Portão Eletrônico Ótima localização, próximo à Avenida Rio Pardo, ampla rede de Comércios. Trabalhamos com as Garantias Locatícias: CredPago (Cartão de Crédito), Seguro Fiança, Fiador e Título de Capitalização. Ao enviar mensagem para este imóvel não esqueça de deixar o seu telefone, isso agiliza no seu atendimento. -","Alto do Ipiranga, Ribeirão Preto",,R$ 380.000
331 m²,3,2,4,"Você está procurando uma casa espaçosa e confortável em um condomínio de alto padrão, na zona sul de Ribeirão Preto? Então você precisa conhecer essa oportunidade incrível no Condomínio Nova Aliança Sul, próximo ao Shopping Iguatemi. Esta casa possui o conceito aberto integrando sala de estar, jantar e cozinha, criando um ambiente amplo e aconchegante para você e sua família. No piso superior, você encontra três dormitórios, sendo um suíte com closet e banheira de hidromassagem, ideal para relaxar após um dia cansativo. Além disso, a casa conta com um escritório e um lavabo, perfeitos para quem precisa trabalhar em casa. Mas o que realmente vai te encantar é a área gourmet ao lado de uma deliciosa piscina, onde você pode receber os amigos e familiares para momentos de diversão e descontração. A área é coberta e equipada com churrasqueira, forno de pizza, bancada e armários. Não perca esta chance de morar em uma casa dos sonhos em um condomínio com segurança 24 horas, área de lazer e localização privilegiada. Agende já uma visita e venha se apaixonar! Exclusividade RE/MAX REDE WE Bruno Oliveira / Gestor Imobiliário / CRECI: 219.527","Jardim Nova Aliança Sul, Ribeirão Preto",Rua Alfredo Biagioni,R$ 1.549.000
42 m²,2,1,1,"Apartamento em ótima localização, 2 dormitórios, sala, banheiro social, cozinha, área de serviços e 1 vaga de garagem. Mais informações ou agendar visita - (1 6) 9 8 8 6 1 - 6 1 1 0 / (1 6) 9 9 7 3 3 - 0 3 5 0 / ( 1 6 ) 9 9 6 2 8 - 8 3 3 0 / ( 1 6 ) 9 9 7 9 4 - 5 0 9. ref. 161168 atualizado em 05/12.","Jardim Doutor Paulo Gomes Romeo, Ribeirão Preto",,R$ 140.000
